MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
20.0,0.259,63.0,10712.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.034,0.1133,0.1256,0.2426,0.1335,5.0,5.0,1991.0,1992.0,0.1505,0.1048,0.0653,0.0598,0.1548,0.0,0.1736,0.2509,0.2331,0.2273,0.2666,0.2071,0.1333,212.0,0.1584,0.0,762.0,974.0,0.2548,0.1963,0.6388,0.2496,974.0,0.0,0.0,974.0,0.0,0.0,1.0,0.0,3.0,1.0,0.178,5.0,0.1814,0.0,0.0,0.0925,1974.2008717833048,0.1503,0.0,0.0,0.1064,0.1263,0.4298,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.247,0.0,0.0,9.0,2007.0,0.0715,0.1443
70.0,0.1713,90.0,9900.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0279,0.1133,0.1256,0.2426,0.1593,6.0,4.0,1880.0,1950.0,0.1505,0.1048,0.06,0.0529,0.1548,0.0,0.1736,0.2509,0.1369,0.1578,0.2666,0.2071,0.1522,0.0,0.1584,0.0,1008.0,1008.0,0.2333,0.1963,0.6388,0.2496,1178.0,1032.0,0.0,2210.0,0.0,0.0,2.0,0.0,5.0,1.0,0.1343,8.0,0.1814,0.0,0.0,0.1201,1930.0,0.2067,1.0,205.0,0.1272,0.2296,0.2652,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,0.1035,0.1726
60.0,0.259,80.0,9828.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3097,0.0406,0.1133,0.1256,0.2426,0.1593,8.0,5.0,1995.0,1995.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.178,0.2099,584.0,0.1584,0.0,544.0,1128.0,0.2548,0.2964,0.6388,0.2496,1142.0,878.0,0.0,2020.0,0.0,0.0,2.0,1.0,3.0,1.0,0.2698,8.0,0.1814,1.0,0.1928,0.1817,1995.0,0.2939,2.0,466.0,0.193,0.2296,0.4298,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,0.1035,0.1726
60.0,0.259,57.0,8773.0,0.5818,0.0,0.2493,0.3053,0.5682,0.1826,0.3097,0.0419,0.1133,0.1256,0.2426,0.1593,6.0,5.0,1997.0,1997.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.1736,0.2509,0.2331,0.2273,0.2666,0.222,0.1522,0.0,0.1584,0.0,916.0,916.0,0.2548,0.2163,0.6388,0.2496,916.0,684.0,0.0,1600.0,0.0,0.0,2.0,1.0,3.0,1.0,0.178,7.0,0.1814,1.0,0.1928,0.1817,1997.0,0.3491,2.0,460.0,0.193,0.2296,0.4298,100.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,0.1035,0.1726
30.0,0.1713,60.0,6180.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1875,0.3097,0.0271,0.1133,0.1256,0.2426,0.1335,6.0,5.0,1926.0,1950.0,0.1505,0.1048,0.06,0.0529,0.1548,0.0,0.1736,0.2509,0.1369,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,960.0,960.0,0.2548,0.1963,0.3612,0.2496,986.0,0.0,0.0,986.0,0.0,0.0,1.0,0.0,2.0,1.0,0.178,5.0,0.1814,1.0,0.2122,0.1201,1926.0,0.2067,1.0,180.0,0.193,0.2296,0.4298,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,0.1035,0.1726
50.0,0.259,80.0,9600.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0317,0.1133,0.1256,0.2426,0.1086,6.0,5.0,1950.0,1950.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.1736,0.2509,0.155,0.1578,0.2666,0.178,0.1333,280.0,0.1584,0.0,752.0,1032.0,0.2548,0.1963,0.6388,0.1632,1032.0,220.0,0.0,1252.0,0.0,0.0,1.0,0.0,3.0,1.0,0.178,6.0,0.1814,0.0,0.0,0.1817,1950.0,0.2067,1.0,288.0,0.193,0.2296,0.4298,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2008.0,0.1035,0.1443
50.0,0.259,54.0,6342.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0297,0.0875,0.1256,0.2426,0.1086,5.0,8.0,1875.0,1996.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.1736,0.2303,0.155,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,780.0,780.0,0.2548,0.2163,0.3612,0.2496,780.0,240.0,0.0,1020.0,0.0,0.0,1.0,0.0,2.0,1.0,0.178,6.0,0.1814,0.0,0.0,0.0925,1967.40591639999,0.1503,0.0,0.0,0.1064,0.1263,0.2652,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,0.1035,0.1726
20.0,0.259,73.82747967052444,9819.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3386,0.034,0.1133,0.1256,0.2426,0.1335,6.0,5.0,1977.0,1977.0,0.1505,0.1048,0.0705,0.0899,0.1548,0.0,0.1736,0.2509,0.2331,0.1578,0.2666,0.2769,0.1441,1567.0,0.1584,0.0,0.0,1567.0,0.2548,0.1963,0.6388,0.2496,1567.0,0.0,0.0,1567.0,1.0,0.0,2.0,0.0,2.0,1.0,0.2698,5.0,0.1814,2.0,0.1928,0.1817,1977.0,0.2939,2.0,714.0,0.193,0.2296,0.4298,264.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,0.1035,0.1726
30.0,0.259,98.0,8731.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3097,0.0271,0.1133,0.1256,0.2426,0.1335,5.0,5.0,1920.0,1950.0,0.1505,0.1048,0.0653,0.0556,0.1548,0.0,0.1736,0.1399,0.1369,0.1578,0.2666,0.178,0.1333,645.0,0.1584,0.0,270.0,915.0,0.2548,0.1963,0.6388,0.2496,1167.0,0.0,0.0,1167.0,0.0,0.0,1.0,0.0,3.0,1.0,0.178,6.0,0.1522,1.0,0.2122,0.1201,1972.0,0.2067,2.0,495.0,0.193,0.2296,0.4298,0.0,0.0,216.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,0.1035,0.1726
20.0,0.259,60.0,7350.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1875,0.3097,0.0317,0.1133,0.1256,0.2426,0.1335,5.0,7.0,1951.0,1951.0,0.1505,0.1048,0.0653,0.0598,0.1548,0.0,0.1736,0.2509,0.155,0.1578,0.2666,0.2071,0.1441,852.0,0.1584,0.0,100.0,952.0,0.2548,0.1963,0.6388,0.2496,952.0,0.0,0.0,952.0,1.0,0.0,1.0,0.0,2.0,1.0,0.178,4.0,0.1814,0.0,0.0,0.1201,1988.0,0.2067,2.0,840.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,0.0859,0.1443
60.0,0.259,73.89917852596044,10304.0,0.5818,0.0,0.2493,0.2376,0.5682,0.2311,0.3097,0.0411,0.1321,0.1256,0.2426,0.1593,5.0,7.0,1976.0,1976.0,0.1505,0.1048,0.0705,0.0599,0.2028,44.0,0.1736,0.2303,0.155,0.1578,0.2666,0.178,0.1441,381.0,0.1584,0.0,399.0,780.0,0.2548,0.2964,0.6388,0.2496,1088.0,780.0,0.0,1868.0,1.0,0.0,2.0,1.0,4.0,1.0,0.2698,9.0,0.1814,1.0,0.1928,0.1817,1976.0,0.2067,2.0,484.0,0.193,0.2296,0.4298,448.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,0.1035,0.1726
60.0,0.259,77.0,9965.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.043,0.1133,0.1256,0.2426,0.1593,8.0,5.0,2006.0,2007.0,0.1921,0.1048,0.0856,0.0765,0.2631,340.0,0.2786,0.2509,0.2331,0.3667,0.2666,0.2769,0.2099,1150.0,0.1584,0.0,316.0,1466.0,0.2548,0.2964,0.6388,0.2496,1466.0,1362.0,0.0,2828.0,1.0,0.0,3.0,0.0,4.0,1.0,0.2698,11.0,0.1814,1.0,0.1928,0.2281,2006.0,0.2939,3.0,1052.0,0.193,0.2296,0.4298,125.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,0.1641,0.2682
20.0,0.259,69.23286945594447,9000.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0297,0.1133,0.1256,0.2426,0.1335,5.0,3.0,1959.0,1959.0,0.1505,0.1048,0.06,0.0599,0.1548,0.0,0.1736,0.2509,0.155,0.1578,0.2666,0.178,0.2099,288.0,0.1584,0.0,718.0,1006.0,0.2548,0.1963,0.6388,0.2496,1006.0,0.0,0.0,1006.0,0.0,0.0,1.0,0.0,3.0,1.0,0.178,5.0,0.1814,0.0,0.0,0.0925,1973.5301042589672,0.1503,0.0,0.0,0.1064,0.1263,0.4298,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,0.1035,0.1726
190.0,0.259,60.0,12180.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0279,0.1133,0.1256,0.1678,0.1086,4.0,4.0,1941.0,1950.0,0.1505,0.1048,0.0599,0.0534,0.1548,0.0,0.1736,0.1399,0.1369,0.2273,0.2666,0.178,0.1333,348.0,0.1584,0.0,324.0,672.0,0.1054,0.1709,0.3612,0.1632,672.0,252.0,0.0,924.0,1.0,0.0,1.0,0.0,2.0,1.0,0.1343,5.0,0.1814,0.0,0.0,0.1201,1941.0,0.2067,1.0,280.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,0.0,0.0,7.0,2010.0,0.1035,0.1726
50.0,0.1713,52.0,6240.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0271,0.1133,0.1256,0.2426,0.1086,5.0,6.0,1928.0,1950.0,0.1505,0.1048,0.0599,0.0534,0.1548,0.0,0.1736,0.2509,0.1369,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,1042.0,1042.0,0.2548,0.2964,0.6388,0.2496,1042.0,534.0,0.0,1576.0,0.0,0.0,1.0,0.0,3.0,1.0,0.178,8.0,0.1814,1.0,0.2122,0.1201,1928.0,0.2067,1.0,225.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,0.1035,0.1474
20.0,0.259,77.03672032597103,11200.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0406,0.1133,0.1256,0.2426,0.1335,6.0,5.0,1985.0,1985.0,0.1505,0.1048,0.06,0.0575,0.2028,85.0,0.2786,0.2509,0.155,0.2273,0.2666,0.178,0.2099,1258.0,0.1584,0.0,40.0,1298.0,0.2548,0.1963,0.6388,0.2496,1298.0,0.0,0.0,1298.0,1.0,0.0,2.0,0.0,3.0,1.0,0.2698,5.0,0.1814,1.0,0.1928,0.1817,1985.0,0.2067,2.0,403.0,0.193,0.2296,0.4298,165.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,0.1035,0.1726
70.0,0.259,75.0,12000.0,0.5818,0.0,0.1993,0.1887,0.5682,0.1826,0.3097,0.0458,0.1133,0.1256,0.2426,0.1593,7.0,7.0,1941.0,1950.0,0.1505,0.1048,0.0599,0.0534,0.1548,0.0,0.1736,0.2509,0.155,0.1578,0.2666,0.178,0.131,275.0,0.1584,0.0,429.0,704.0,0.2548,0.2964,0.6388,0.2496,860.0,704.0,0.0,1564.0,0.0,0.0,1.0,1.0,3.0,1.0,0.1343,7.0,0.1814,1.0,0.2122,0.1817,1941.0,0.2067,1.0,234.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,0.1035,0.1726
50.0,0.1713,57.37211096686119,5700.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0279,0.1133,0.1256,0.2426,0.1086,7.0,7.0,1926.0,1950.0,0.1505,0.1048,0.06,0.0529,0.1548,0.0,0.1736,0.2509,0.2331,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,572.0,572.0,0.2548,0.1963,0.6388,0.2496,572.0,539.0,0.0,1111.0,0.0,0.0,1.0,0.0,2.0,1.0,0.178,5.0,0.1814,1.0,0.2122,0.1201,1982.0,0.2067,1.0,288.0,0.193,0.2296,0.4298,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,0.1035,0.1726
70.0,0.1713,50.0,9000.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0279,0.0829,0.1256,0.2426,0.1593,7.0,9.0,1920.0,1988.0,0.1921,0.1048,0.0856,0.0765,0.1548,0.0,0.1736,0.2303,0.2331,0.1578,0.2666,0.178,0.1441,624.0,0.1584,0.0,26.0,650.0,0.2548,0.2964,0.6388,0.2496,832.0,650.0,0.0,1482.0,0.0,1.0,1.0,0.0,3.0,1.0,0.178,7.0,0.1814,0.0,0.0,0.1201,1930.0,0.2067,2.0,324.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,0.1035,0.1726
20.0,0.259,57.0,8280.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3097,0.0317,0.1133,0.1256,0.2426,0.1335,6.0,5.0,1950.0,1950.0,0.1505,0.1048,0.078,0.0698,0.1548,0.0,0.1736,0.2509,0.155,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,932.0,932.0,0.2548,0.2964,0.6388,0.1632,932.0,0.0,0.0,932.0,0.0,0.0,1.0,0.0,2.0,1.0,0.2698,4.0,0.1814,1.0,0.2122,0.1817,1950.0,0.2067,1.0,306.0,0.193,0.2296,0.4298,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.2971,0.0,0.0,11.0,2007.0,0.1035,0.1726
20.0,0.259,134.0,17755.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0279,0.1133,0.1256,0.2426,0.1335,5.0,4.0,1959.0,1959.0,0.1505,0.1048,0.0653,0.0599,0.2028,132.0,0.1736,0.2509,0.155,0.1578,0.2666,0.178,0.1333,176.0,0.1584,0.0,1290.0,1466.0,0.2548,0.1963,0.6388,0.2496,1466.0,0.0,0.0,1466.0,0.0,0.0,1.0,1.0,3.0,1.0,0.1343,6.0,0.1814,2.0,0.2122,0.1817,1959.0,0.3491,2.0,528.0,0.193,0.2296,0.4298,0.0,140.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,0.1035,0.1726
20.0,0.259,90.0,14115.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3097,0.0458,0.1133,0.1256,0.2426,0.1335,6.0,7.0,1956.0,2004.0,0.1505,0.1048,0.1036,0.0564,0.1548,0.0,0.1736,0.2509,0.2331,0.1578,0.2666,0.178,0.1441,296.0,0.1552,547.0,230.0,1073.0,0.2548,0.2964,0.6388,0.2496,1811.0,0.0,0.0,1811.0,0.0,0.0,1.0,0.0,2.0,1.0,0.4179,6.0,0.1814,1.0,0.2122,0.1817,1956.0,0.3491,2.0,470.0,0.193,0.2296,0.4298,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,0.1035,0.1443
30.0,0.1713,58.676225219678294,5890.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1875,0.3097,0.0218,0.1133,0.1256,0.2426,0.1335,6.0,8.0,1930.0,2007.0,0.1505,0.1048,0.06,0.0529,0.1548,0.0,0.2786,0.2303,0.1369,0.1578,0.2666,0.222,0.1441,538.0,0.1584,0.0,278.0,816.0,0.2548,0.2964,0.6388,0.2496,816.0,0.0,0.0,816.0,0.0,0.0,1.0,0.0,2.0,1.0,0.178,5.0,0.1814,0.0,0.0,0.1201,2002.0,0.2067,1.0,432.0,0.193,0.2296,0.4298,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,0.1035,0.1726
60.0,0.259,81.0328925287456,13700.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3097,0.0317,0.1133,0.1256,0.2426,0.1593,7.0,6.0,1965.0,1988.0,0.1505,0.1048,0.0856,0.0765,0.2631,288.0,0.1736,0.2509,0.155,0.1578,0.2666,0.2769,0.1441,454.0,0.1584,0.0,410.0,864.0,0.2548,0.1963,0.6388,0.2496,902.0,918.0,0.0,1820.0,0.0,0.0,1.0,2.0,4.0,1.0,0.2698,8.0,0.1814,2.0,0.2122,0.1817,1965.0,0.2067,2.0,492.0,0.193,0.2296,0.4298,60.0,84.0,0.0,0.0,273.0,0.0,0.0,0.2971,0.0,0.0,5.0,2008.0,0.1035,0.1726
20.0,0.259,90.0,10768.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1875,0.3097,0.0519,0.1133,0.1256,0.2426,0.1335,5.0,8.0,1976.0,2004.0,0.1505,0.1048,0.0705,0.0599,0.1548,0.0,0.2786,0.2303,0.155,0.2273,0.2666,0.2769,0.1441,1157.0,0.1584,0.0,280.0,1437.0,0.2548,0.1963,0.6388,0.2496,1437.0,0.0,0.0,1437.0,1.0,0.0,2.0,0.0,3.0,1.0,0.2698,6.0,0.1814,1.0,0.1568,0.1817,1976.0,0.2939,2.0,528.0,0.193,0.2296,0.4298,0.0,21.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,0.1035,0.1726
80.0,0.259,85.0,9350.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0317,0.1133,0.1256,0.2426,0.1264,5.0,8.0,1965.0,1999.0,0.1505,0.1048,0.078,0.0698,0.1548,0.0,0.1736,0.2303,0.2331,0.1578,0.2666,0.2769,0.1441,633.0,0.1584,0.0,586.0,1219.0,0.2548,0.2163,0.6388,0.2496,1265.0,0.0,0.0,1265.0,0.0,1.0,2.0,0.0,3.0,1.0,0.2698,6.0,0.1814,1.0,0.2122,0.1817,1965.0,0.2939,2.0,502.0,0.193,0.2296,0.4298,0.0,92.0,0.0,96.0,0.0,0.0,0.0,0.247,0.0,0.0,10.0,2008.0,0.1035,0.1726
120.0,0.259,34.0,5001.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3097,0.0688,0.1133,0.1256,0.1775,0.1335,7.0,5.0,2007.0,2008.0,0.1505,0.1048,0.0856,0.0765,0.2631,166.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.178,0.2099,904.0,0.1584,0.0,410.0,1314.0,0.2548,0.2964,0.6388,0.2496,1314.0,0.0,0.0,1314.0,1.0,0.0,2.0,0.0,2.0,1.0,0.2698,6.0,0.1814,1.0,0.2122,0.1817,2008.0,0.2939,2.0,626.0,0.193,0.2296,0.4298,172.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,0.1035,0.1726
20.0,0.259,92.0,11932.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1837,0.3097,0.049,0.0875,0.1256,0.2426,0.1335,8.0,5.0,2007.0,2008.0,0.1505,0.1048,0.0856,0.0765,0.2631,186.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.178,0.1522,0.0,0.1584,0.0,1580.0,1580.0,0.2548,0.2964,0.6388,0.2496,1580.0,0.0,0.0,1580.0,0.0,0.0,2.0,0.0,3.0,1.0,0.2698,7.0,0.1814,0.0,0.0,0.1817,2008.0,0.2939,3.0,830.0,0.193,0.2296,0.4298,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,0.0828,0.2682
60.0,0.259,76.0,9120.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0411,0.1133,0.1256,0.2426,0.1593,6.0,6.0,1974.0,1974.0,0.1921,0.1048,0.0653,0.0598,0.2028,270.0,0.2786,0.2509,0.155,0.1578,0.2666,0.178,0.1441,442.0,0.1584,0.0,459.0,901.0,0.2548,0.1963,0.6388,0.2496,943.0,933.0,0.0,1876.0,0.0,0.0,2.0,1.0,4.0,1.0,0.2698,8.0,0.1814,1.0,0.1928,0.1817,1974.0,0.2939,2.0,540.0,0.2222,0.2296,0.4298,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,0.1035,0.1726
160.0,0.259,24.0,2280.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.031,0.1133,0.1256,0.1775,0.1593,6.0,5.0,1978.0,1978.0,0.1505,0.1048,0.0705,0.0452,0.1548,0.0,0.1736,0.2509,0.155,0.2273,0.2666,0.178,0.1441,311.0,0.1584,0.0,544.0,855.0,0.2548,0.1709,0.6388,0.2496,855.0,601.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,0.178,7.0,0.1814,1.0,0.1928,0.1817,1978.0,0.2067,2.0,440.0,0.193,0.2296,0.4298,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2010.0,0.1035,0.1726
20.0,0.259,82.60247440965516,14778.0,0.5818,0.0,0.2493,0.2685,0.5682,0.2311,0.3097,0.0458,0.1321,0.1256,0.2426,0.1335,6.0,7.0,1954.0,2006.0,0.1921,0.1048,0.0653,0.0598,0.2028,72.0,0.2786,0.2509,0.155,0.1578,0.2666,0.178,0.1333,728.0,0.1584,0.0,568.0,1296.0,0.2548,0.2964,0.6388,0.2496,1640.0,0.0,0.0,1640.0,1.0,0.0,1.0,0.0,3.0,1.0,0.2698,7.0,0.1814,1.0,0.2122,0.1201,1993.0,0.2067,2.0,924.0,0.193,0.2296,0.4298,108.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2008.0,0.1035,0.1726
20.0,0.259,109.0,8724.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0297,0.1133,0.1256,0.2426,0.1335,5.0,5.0,1968.0,1968.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.1736,0.2509,0.155,0.2273,0.2666,0.178,0.1333,492.0,0.1584,0.0,402.0,894.0,0.2548,0.2163,0.6388,0.2496,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,3.0,1.0,0.178,5.0,0.1814,1.0,0.1216,0.1817,1968.0,0.3491,2.0,450.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,0.1035,0.1726
90.0,0.259,60.0,12900.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0297,0.0875,0.1256,0.1744,0.1025,4.0,4.0,1969.0,1969.0,0.1505,0.1048,0.0705,0.0599,0.1548,0.0,0.1736,0.2509,0.155,0.2273,0.2666,0.222,0.2099,1198.0,0.1584,0.0,0.0,1198.0,0.2548,0.1963,0.6388,0.2496,1258.0,0.0,0.0,1258.0,2.0,0.0,0.0,2.0,0.0,2.0,0.178,6.0,0.1814,0.0,0.0,0.0985,1969.0,0.2067,2.0,400.0,0.1272,0.2296,0.4298,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,0.1035,0.1649
80.0,0.259,83.12140331439733,16157.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1837,0.3097,0.0519,0.0875,0.1256,0.2426,0.1264,5.0,7.0,1978.0,1978.0,0.1505,0.1048,0.0705,0.0599,0.1548,0.0,0.1736,0.2509,0.2331,0.2273,0.2666,0.2769,0.1441,680.0,0.1414,391.0,289.0,1360.0,0.2548,0.2964,0.6388,0.2496,1432.0,0.0,0.0,1432.0,1.0,0.0,1.0,1.0,2.0,1.0,0.2698,5.0,0.1814,1.0,0.1928,0.1817,1978.0,0.2067,2.0,588.0,0.193,0.2296,0.4298,168.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,0.1035,0.1726
20.0,0.259,79.0,9541.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3097,0.0688,0.1133,0.1256,0.2426,0.1335,7.0,5.0,2009.0,2009.0,0.1505,0.1048,0.0856,0.0765,0.2631,268.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.178,0.1522,0.0,0.1584,0.0,1502.0,1502.0,0.2548,0.2964,0.6388,0.2496,1502.0,0.0,0.0,1502.0,0.0,0.0,2.0,0.0,3.0,1.0,0.2698,7.0,0.1814,0.0,0.0,0.1817,2009.0,0.2939,2.0,644.0,0.193,0.2296,0.4298,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,0.1641,0.2682
20.0,0.259,64.0,10475.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1875,0.3097,0.043,0.1133,0.1256,0.2426,0.1335,8.0,5.0,2008.0,2008.0,0.1505,0.1048,0.0856,0.0765,0.2631,72.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.222,0.1522,0.0,0.1584,0.0,1694.0,1694.0,0.2548,0.2964,0.6388,0.2496,1694.0,0.0,0.0,1694.0,0.0,0.0,2.0,0.0,3.0,1.0,0.2698,7.0,0.1814,0.0,0.0,0.1817,2008.0,0.2939,3.0,776.0,0.193,0.2296,0.4298,160.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,0.1035,0.1726
60.0,0.259,58.0,10852.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3097,0.0419,0.1132,0.1256,0.2426,0.1593,6.0,5.0,2000.0,2000.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.1736,0.2509,0.2331,0.2273,0.2666,0.178,0.2099,786.0,0.1584,0.0,173.0,959.0,0.2548,0.2964,0.6388,0.2496,959.0,712.0,0.0,1671.0,1.0,0.0,2.0,1.0,3.0,1.0,0.178,7.0,0.1814,1.0,0.1928,0.1817,2000.0,0.3491,2.0,472.0,0.193,0.2296,0.4298,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2006.0,0.1035,0.1726
